Target Word,Level,Type,Taboo 1,Taboo 2,Taboo 3,Taboo 4,Taboo 5
Plagio,B2,Noun,Copiar,Trampa,Robar,Escribir,Original
Aula,A1,Noun,Profesor,Pupitres,Escuela,Cuarto,Estudiantes
Graduación,A2,Noun,Terminar,Diploma,Título,Birrete,Escuela
Currículo,B2,Noun,Plan,Materias,Escuela,Aprender,Curso
MIT,B2,Proper,Tech,Boston,Ciencia,Universidad,Ingeniería
Conocimiento,B1,Noun,Saber,Cerebro,Información,Aprender,Sabiduría
Tarea,B1,Noun,Deberes,Trabajo,Profesor,Casa,Escuela
Fluido,B1,Adj,Idioma,Hablar,Bueno,Fácil,Conversar
Duolingo,A1,Proper,Idioma,App,Aprender,Verde,Pájaro
Conferencia,B1,Noun,Universidad,Profesor,Hablar,Clase,Escuchar
Matrícula,B2,Noun,Dinero,Coste,Pagar,Universidad,Escuela
Inquisitivo,B2,Adj,Preguntar,Preguntas,Curioso,Aprender,Saber
Stanford,B2,Proper,California,Universidad,Tech,Colegio,Palo Alto
Cuaderno,A1,Noun,Escribir,Papel,Boli,Escuela,Páginas
Beca,B1,Noun,Dinero,Gratis,Estudiar,Universidad,Pagar
Cambridge,B1,Proper,Universidad,Inglaterra,Viejo,Puente,Colegio
Disciplina,B2,Noun,Regla,Orden,Conducta,Escuela,Seguir
Académico,B2,Adj,Escuela,Estudiar,Universidad,Libros,Aprender
Khan Academy,B1,Proper,Vídeo,Online,Aprender,Mates,Sal
Asignatura,A1,Noun,Mates,Historia,Clase,Ciencia,Tema
Evaluar,B2,Verb,Revisar,Probar,Juzgar,Nota,Resultado
Alfabetismo,B2,Noun,Leer,Escribir,Educación,Libros,Aprender
La Sorbona,B2,Proper,París,Universidad,Francia,Viejo,Educación
Diccionario,A1,Noun,Palabras,Significado,Definición,Libro,Idioma
Tutorial,B1,Noun,Ayuda,Guía,Aprender,Cómo,Vídeo
Pedagogía,B2,Noun,Enseñar,Método,Educación,Maestro,Forma
Barrio Sésamo,A2,Proper,TV,Niños,Elmo,Aprender,Marionetas
Maestría,B2,Noun,Bueno,Experto,Habilidad,Perfecto,Aprender
Enciclopedia,B1,Noun,Información,Libro,Datos,Wikipedia,Saber
Princeton,B2,Proper,Universidad,Ivy League,Nueva Jersey,Viejo,Colegio
Sustituto,B1,Noun,Profesor,Cambio,En lugar,Reemplazo,Persona
British Council,B1,Proper,Inglés,Aprender,UK,Exámenes,Internacional
Vocabulario,A2,Noun,Palabras,Idioma,Lista,Aprender,Hablar
Exhaustivo,B2,Adj,Lleno,Todo,Completo,Detalle,Todo
Innovación,B2,Noun,Nuevo,Idea,Cambio,Crear,Futuro
Yale,B2,Proper,Universidad,Ivy League,Connecticut,Viejo,Azul
Asistir,B1,Verb,Ir,Clase,Presente,Estar,Reunión
Concentrarse,B1,Verb,Foco,Pensar,Mente,Estudiar,Atención
Recibo,A2,Noun,Papel,Comprar,Prueba,Dinero,Tienda
Descuento,A2,Noun,Rebajas,Barato,Precio,Off,Menos
Walmart,A1,Proper,Tienda,Comprar,Supermercado,EE.UU.,Retail
Asequible,B1,Adj,Barato,Precio,Dinero,Comprar,Coste
Cliente,A1,Noun,Persona,Comprador,Tienda,Usuario,Servicio
E-commerce,B2,Noun,Online,Internet,Tienda,Comprar,Negocio
eBay,A2,Proper,Subasta,Puja,Online,Vender,Comprar
Ganga,B1,Noun,Barato,Precio,Trato,Bueno,Comprar
Reembolso,B1,Noun,Dinero,Vuelta,Devolver,Tienda,Recibo
Inventario,B2,Noun,Stock,Tienda,Objetos,Lista,Bienes
Al por mayor,B2,Adj,Granel,Grande,Precio,Barato,Negocio
Garantía,B2,Noun,Asegurar,Arreglar,Roto,Tiempo,Contrato
Alibaba,B2,Proper,China,Online,Jack Ma,Negocio,Global
Transacción,B2,Noun,Pagar,Comprar,Dinero,Banco,Trato
Exorbitante,B2,Adj,Precio,Caro,Alto,Demasiado,Coste
Conveniencia,B1,Noun,Fácil,Rápido,Tienda,Servicio,Cerca
IKEA,A1,Proper,Muebles,Suecia,Azul,Amarillo,Casa
Consumidor,B1,Noun,Persona,Comprador,Gente,Mercado,Producto
Rentable,B2,Adj,Dinero,Negocio,Ganancia,Éxito,Ganar
Presupuesto,B1,Noun,Dinero,Plan,Límite,Coste,Gastar
Carrito,A2,Noun,Trolley,Ruedas,Tienda,Comida,Supermercado
Amazon Prime,B1,Proper,Envío,Rápido,Suscripción,Entrega,Vídeo
Avalar,B2,Verb,Famoso,Apoyo,Anuncio,Marca,Firmar
Lucrativo,B2,Adj,Dinero,Beneficio,Ganar,Negocio,Éxito
Calidad,A2,Noun,Bueno,Malo,Estándar,Valor,Alta
Vendedor,B2,Noun,Vender,Tienda,Mercado,Persona,Negocio
Falsificado,B2,Adj,Falso,Mentira,Dinero,Copia,Ilegal
Caja,A2,Noun,Pagar,Registro,Final,Tienda,Fila
Costco,A2,Proper,Granel,Almacén,Membresía,Grande,Barato
Deuda,B1,Noun,Dinero,Deber,Banco,Pagar,Pedir
Venta al por menor,B1,Noun,Tienda,Comercio,Cliente,Vender,Negocio
Mastercard,A1,Proper,Crédito,Tarjeta,Pagar,Banco,Dinero
Suministro,B1,Noun,Stock,Dar,Demanda,Necesidad,Proveer
Economía,B1,Noun,Dinero,País,Mercado,Finanzas,Negocio
Premium,B2,Adj,Alto,Calidad,Precio,Extra,Mejor
Comisión,B2,Noun,Dinero,Venta,Extra,Ganar,Porcentaje
Ambiente,B1,Noun,Sentir,Humor,Tienda,Lugar,Vibe
Lego,A1,Proper,Juguete,Bloques,Ladrillos,Construir,Dinamarca
Externalizar,B2,Verb,Empresa,Trabajo,Fuera,País,Negocio
Mercado,B1,Noun,Área,Vender,Tienda,Online,Amazon
Democracia,B1,Noun,Votar,Gente,Libertad,Elecciones,Gobierno
Presidente,A1,Noun,Líder,Jefe,EE.UU.,País,Casa Blanca
Parlamento,B2,Noun,Leyes,Reino Unido,Gobierno,Voto,Miembros
Naciones Unidas,B1,Proper,Global,Mundo,NY,Paz,Países
Elección,A2,Noun,Voto,Elección,Candidato,Urna,Resultados
Ciudadanía,B1,Noun,Pasaporte,País,Derecho,Nacional,Gente
Corrupción,B2,Noun,Dinero,Malo,Ilegal,Política,Robar
Legislación,B2,Noun,Leyes,Reglas,Gobierno,Parlamento,Acta
Diplomacia,B2,Noun,Hablar,Países,Paz,Exterior,Discusión
Igualdad,B1,Noun,Mismo,Derechos,Justo,Justicia,Nivel
Unión Europea,B1,Proper,Europa,Bruselas,Países,Euro,Bruselas
Campaña,B1,Noun,Elección,Voto,Candidato,Anuncio,Promover
Justicia,B1,Noun,Ley,Corte,Justo,Juez,Derecho
Oposición,B2,Noun,Contra,Partido,Gobierno,Otro,Lado
Nelson Mandela,B1,Proper,Sudáfrica,Paz,Prisión,Apartheid,Líder
Monarquía,B1,Noun,Rey,Reina,Real,Familia,Corona
Constitución,B2,Noun,Leyes,Derechos,Papel,Reglas,Gobierno
Libertad,A1,Noun,Derechos,Libre,Hablar,Elección,Cárcel
OTAN,B2,Proper,Defensa,Alianza,Militar,Guerra,Occidental
Autoridad,B2,Noun,Poder,Control,Jefe,Oficial,Gobierno
Lobby,B2,Noun,Dinero,Influencia,Leyes,Grupo,Política
Barack Obama,A2,Proper,Presidente,EE.UU.,Demócrata,Primero,Hawái
Política,B1,Noun,Reglas,Gobierno,Plan,Ley,Decisión
Reforma,B2,Noun,Cambio,Nuevo,Mejor,Ley,Mejorar
Activista,B2,Noun,Cambio,Protesta,Causa,Derechos,Gente
Downing Street,B1,Proper,UK,Primer Ministro,Londres,10,Gobierno
Referéndum,B2,Noun,Votar,Gente,Sí,No,Decisión
Sanciones,B2,Noun,Prohibir,Comercio,Castigar,País,Economía
Cruz Roja,B1,Proper,Ayuda,Guerra,Sangre,Médico,Auxilio
Territorio,B1,Noun,Tierra,Área,País,Frontera,Región
Debate,B1,Verb,Hablar,Argumento,Discusión,Oposición,Discurso
Soberano,B2,Adj,Poder,Rey,Independiente,País,Control
Greenpeace,B1,Proper,Ambiente,Tierra,Protesta,Océano,Clima
Protesta,B1,Noun,Manifestación,Calle,Gente,Enfadado,Cambio
Alcalde,A2,Noun,Ciudad,Jefe,Ayuntamiento,Pueblo,Oficial
Winston Churchill,B2,Proper,UK,Primer Ministro,II Guerra Mundial,Historia,Líder
Embajador,B2,Noun,Exterior,País,Diplomacia,Oficial,Viajar
Petición,B2,Noun,Firmar,Papel,Nombres,Cambio,Pedir
Neutral,B1,Adj,Lado,Elegir,Ninguno,Suiza,Medio
El Capitolio,B1,Proper,Washington,Edificio,Leyes,EE.UU.,Congreso
Burocracia,B2,Noun,Papeleo,Reglas,Lento,Sistema,Gobierno
Coalición,B2,Noun,Partidos,Juntos,Grupo,Gobierno,Alianza
Propaganda,B2,Noun,Información,Falso,Convencer,Anuncios,Política
Capitol Hill,B2,Proper,Washington,Política,Congreso,EE.UU.,Distrito
Ideología,B2,Noun,Ideas,Creencia,Político,Pensamiento,Sistema
Consenso,B2,Noun,Acuerdo,Juntos,Todos,Grupo,Opinión
Paisaje,B1,Noun,Vista,Escenario,Naturaleza,Pintura,Horizonte
Vida Silvestre,A2,Noun,Animales,Naturaleza,Bosque,Pájaros,Protección
Sostenibilidad,B2,Noun,Verde,Futuro,Ambiente,Duradero,Tierra
Ecosistema,B2,Noun,Naturaleza,Equilibrio,Vida,Biología,Ambiente
Contaminación,A2,Noun,Sucio,Aire,Agua,Humo,Basura
Conservación,B2,Noun,Proteger,Naturaleza,Salvar,Animal,Área
El Amazonas,A1,Proper,Río,Selva,Brasil,Árboles,Lluvia
Renovable,B1,Adj,Energía,Sol,Viento,Limpio,Nuevo
Glaciar,B1,Noun,Hielo,Montaña,Frío,Congelado,Agua
Gran Barrera Coral,B1,Proper,Coral,Australia,Océano,Mar,Peces
Evaporar,B2,Verb,Agua,Seco,Calor,Vapor,Líquido
Sequía,B1,Noun,Seco,Lluvia,Agua,No,Sed
National Geographic,A2,Proper,Revista,Canal,Naturaleza,Animales,Foto
Biodiversidad,B2,Noun,Especies,Vida,Naturaleza,Plantas,Animales
Peligroso,B2,Adj,Peligro,Tóxico,Riesgo,Dañino,Malo
Hábitat,B1,Noun,Hogar,Animal,Naturaleza,Lugar,Vivir
Fértil,B2,Adj,Suelo,Tierra,Crecer,Plantas,Agricultura
Horizonte,B1,Noun,Cielo,Tierra,Línea,Lejos,Ver
WWF,B1,Proper,Panda,Animal,Proteger,Naturaleza,Fondo
En peligro,B1,Adj,Animal,Extinto,Morir,Pocos,Seguro
Deforestación,B2,Noun,Árboles,Cortar,Bosque,Madera,Ambiente
Tsunami,B1,Noun,Ola,Océano,Gigante,Agua,Desastre
Yellowstone,B1,Proper,Parque,EE.UU.,Oso,Naturaleza,Géiser
Reciclar,A2,Verb,Cubo,Plástico,Papel,Basura,Otra vez
Abundante,B2,Adj,Muchos,Lleno,Bastante,Rico,Mucho
Precipitación,B2,Noun,Lluvia,Nieve,Agua,Cielo,Tiempo
El Nilo,A2,Proper,Egipto,Río,África,Largo,Agua
Volcán,A2,Noun,Lava,Montaña,Fuego,Calor,Erupción
Cautiverio,B2,Noun,Zoo,Jaula,Salvaje,Libre,Mantener
El Gran Cañón,A2,Proper,Arizona,EE.UU.,Profundo,Río,Rocas
Hemisferio,B2,Noun,Globo,Norte,Sur,Tierra,Mitad
Combustible Fósil,B1,Noun,Petróleo,Carbón,Gas,Energía,Viejo
Charles Darwin,B2,Proper,Evolución,Ciencia,Pájaros,Barco,Origen
Erosión,B2,Noun,Suelo,Agua,Viento,Piedra,Cambio
Recurso,B1,Noun,Natural,Uso,Agua,Suministro,Petróleo
Exuberante,B2,Adj,Verde,Plantas,Jardín,Rico,Bosque
Patagonia,B1,Proper,Sudamérica,Montañas,Caminar,Marca,Glaciar
Catástrofe,B2,Noun,Malo,Desastre,Evento,Final,Destruir
Yermo,B2,Noun,Naturaleza,Sin gente,Salvaje,Bosque,Intacto
Estancado,B2,Adj,Parar,Agua,Mover,Quieto,Sucio
Solar,A2,Adj,Sol,Energía,Panel,Luz,Poder
Ecuador,B1,Noun,Medio,Línea,Tierra,Calor,Mitad
Fotografía,A2,Noun,Cámara,Imagen,Foto,Tomar,Lente
Jardinería,A2,Noun,Flores,Plantas,Fuera,Crecer,Tierra
Parque de Atracciones,A2,Noun,Atracciones,Montaña Rusa,Diversión,Disney,Entradas
Nintendo,A1,Proper,Switch,Mario,Juegos,Vídeo,Japón
Meditación,B1,Noun,Silencio,Mente,Relax,Respirar,Zen
Alfarería,B2,Noun,Arcilla,Manos,Rueda,Bol,Cerámica
Fascinante,B2,Adj,Interesante,Muy,Increíble,Genial,Mirar
Tejer,B1,Noun,Lana,Agujas,Jersey,Hilo,Ropa
Torneo,B1,Noun,Juego,Deporte,Ganar,Equipo,Jugar
Adicto,B2,Adj,Parar,Siempre,Hábito,Malo,Enganchado
PlayStation,A1,Proper,Sony,Juegos,Consola,Mando,Vídeo
Buceo,B1,Noun,Océano,Agua,Bajo el agua,Oxígeno,Peces
Coleccionar,A2,Verb,Sellos,Guardar,Grupo,Hobby,Encontrar
Aventurero,B2,Adj,Valiente,Riesgo,Nuevo,Emocionante,Intentar
Comic-Con,B1,Proper,Disfraz,Películas,Fans,San Diego,Libros
Maratón,B1,Noun,Correr,Carrera,Largo,Millas,Terminar
Recreación,B2,Noun,Diversión,Ocio,Tiempo libre,Jugar,Actividad
Relajante,A2,Adj,Calma,Fácil,Silencio,Descanso,Chill
Monopoly,A2,Proper,Juego de mesa,Dinero,Propiedad,Hotel,Dados
Billar,B1,Noun,Pool,Mesa,Palo,Bolas,Verde
Socializar,B1,Verb,Amigos,Gente,Hablar,Fiesta,Conocer
Aficionado,B2,Noun,No profesional,Principiante,Hobby,Habilidad,Empezar
Los Sims,A2,Proper,Juego,Casa,Virtual,Vida,EA
Carpintería,B2,Noun,Construir,Herramientas,Árbol,Muebles,Carpintero
Competir,B1,Verb,Ganar,Juego,Deporte,Contra,Rival
Excitante,B2,Adj,Emocionante,Alto,Diversión,Subidón,Sentir
YouTube Kids,A1,Proper,Vídeo,Niños,Ver,App,Seguro
Origami,B1,Noun,Papel,Doblar,Japón,Pájaro,Arte
Desconectar,B2,Verb,Relajarse,Descanso,Parar,Trabajo,Calma
Solitario,B2,Adj,Solo,Uno,Único,Persona,Solo
Scrabble,A2,Proper,Palabras,Juego de mesa,Letras,Fichas,Puntos
Camping,A2,Noun,Tienda,Fuera,Dormir,Naturaleza,Bosque
Involucrarse,B1,Verb,Hacer,Empezar,Actividad,Con,Unirse
Espontáneo,B2,Adj,Rápido,Plan,No,Sorpresa,De repente
Chess.com,B1,Proper,Jugar,Juego,Online,Tablero,Estrategia
Karaoke,A2,Noun,Cantar,Música,Micrófono,Bar,Voz
Participar,B1,Verb,Unirse,Hacer,Con,Equipo,Parte
Terapéutico,B2,Adj,Mejor,Salud,Ayuda,Calma,Bueno
Burning Man,B2,Proper,Festival,Desierto,Nevada,Arte,Fuego
Escribir diario,B1,Noun,Escribir,Libro,Diario,Pensamientos,Diario
Darse un gusto,B2,Verb,Ceder,Disfrutar,Diversión,Hacer,Capricho
Atlético,B1,Adj,Deporte,Cuerpo,Forma,Fuerte,Activo
Clue,A2,Proper,Juego de mesa,Asesinato,Misterio,Cartas,Cuarto
Astronomía,B1,Noun,Estrellas,Cielo,Telescopio,Noche,Espacio
Dominar,B2,Verb,Bueno,Habilidad,Aprender,Perfecto,Experto
Tedioso,B2,Adj,Aburrido,Largo,Lento,Duro,Interés
Pokémon,A1,Proper,Cartas,Juego,Pikachu,Atrapar,Nintendo
Senderismo,A2,Noun,Caminar,Montaña,Naturaleza,Bosque,Botas
Entretener,B1,Verb,Diversión,Reír,Show,Gente,Actuación
Rascacielos,A2,Noun,Alto,Edificio,Ciudad,Elevado,Acero
Empire State,A2,Proper,Nueva York,Alto,Rascacielos,Manhattan,Edificio
Cimiento,B1,Noun,Fondo,Suelo,Bajo,Edificio,Empezar
Renovar,B2,Verb,Arreglar,Viejo,Nuevo,Casa,Cambio
Burj Khalifa,B1,Proper,Dubái,Más alto,Edificio,Torre,Mundo
Apartamento,A1,Noun,Piso,Alquiler,Edificio,Vivir,Cuarto
Plano,B2,Noun,Plan,Dibujo,Arquitectura,Diseño,Papel
Metropolitano,B2,Adj,Ciudad,Grande,Área,Urbano,Centro
El Louvre,A1,Proper,Museo,París,Pirámide,Arte,Francia
Pasillo,B1,Noun,Hall,Caminar,Dentro,Largo,Paso
Construir,B1,Verb,Hacer,Obrar,Obrero,Estructura,Sitio
Antigüedad,B2,Adj,Viejo,Valioso,Muebles,Pasado,Estilo
El Pentágono,A2,Proper,Washington,Cinco,Defensa,Militar,Edificio
Escalera,A2,Noun,Escalones,Arriba,Abajo,Piso,Subir
Claraboya,B2,Noun,Ventana,Techo,Sol,Luz,Cristal
Residencial,B1,Adj,Casas,Vivir,Área,Barrio,Gente
Coliseo,A2,Proper,Roma,Italia,Gladiadores,Arena,Historia
Terraza,B1,Noun,Balcón,Fuera,Sentarse,Techo,Ático
Demoler,B2,Verb,Destruir,Abajo,Tirar,Edificio,Máquina
Industrial,B1,Adj,Fábrica,Trabajo,Negocio,Zona,Grande
Buckingham,A2,Proper,Londres,Reina,Rey,Real,Inglaterra
Sótano,A2,Noun,Bajo,Suelo,Piso,Bajo,Casa
Fachada,B2,Noun,Frente,Fuera,Cara,Edificio,Aspecto
Golden Gate,A2,Proper,San Francisco,Puente,Rojo,California,EE.UU.
