Target Word,Level,Type,Taboo 1,Taboo 2,Taboo 3,Taboo 4,Taboo 5
Pied,A1,Noun,Chaussure,Marcher,Jambe,Bas,Doigt
Nez,A1,Noun,Visage,Sentir,Odeur,Air,Respirer
Oreille,A1,Noun,Écouter,Entendre,Son,Tête,Musique
Tousser,A2,Verb,Malade,Gorge,Bruit,Bouche,Grippe
Mourir,A2,Verb,Vie,Fin,Mort,Naître,Tombe
Maigrir,A2,Verb,Poids,Régime,Mince,Manger,Perdre
Infirmier,B1,Noun,Hôpital,Médecin,Soigner,Aide,Piqûre
École,A1,Noun,Enfant,Apprendre,Professeur,Classe,Étudier
Étudier,A1,Verb,Apprendre,Livre,École,Examen,Travail
Livre,A1,Noun,Lire,Papier,Pages,Bibliothèque,Histoire
Professeur,A1,Noun,Enseigner,École,Élève,Classe,Apprendre
Classe,A1,Noun,École,Salle,Élèves,Professeur,Bureau
Examen,A2,Noun,Test,Note,Réussir,Étudier,Papier
Diplôme,A2,Noun,Fin,Études,Réussite,Papier,Université
Élève,A2,Noun,École,Enfant,Étudiant,Classe,Apprendre
Langue,A2,Noun,Parler,Français,Anglais,Étranger,Communiquer
Université,B1,Noun,Études,Étudiant,Faculté,Diplôme,Après
Réussir,B1,Verb,Gagner,Examen,Note,Bien,Échec
Échouer,B1,Verb,Rater,Examen,Mauvais,Perdre,Échec
Matière,B1,Noun,Sujet,École,Maths,Histoire,Cours
Bourse,B1,Noun,Argent,Études,Aide,Étudiant,Payer
Alphabétisation,B2,Noun,Lire,Écrire,Apprendre,École,Savoir
Compétence,B2,Noun,Capacité,Savoir,Travail,Faire,Talent
Pédagogie,B2,Noun,Méthode,Enseigner,Professeur,École,Apprendre
Apprentissage,B2,Noun,Formation,Métier,Pratique,Nouveau,Apprendre
Scolarité,B2,Noun,École,Études,Temps,Enfant,Éducation
Crayon,A1,Noun,Écrire,Papier,Dessiner,Gomme,Mine
Papier,A1,Noun,Écrire,Feuille,Crayon,Stylo,Lire
Lire,A1,Verb,Livre,Yeux,Texte,Histoire,Comprendre
Maths,A1,Noun,Chiffres,Calculer,Nombre,École,Addition
Cahier,A2,Noun,Écrire,École,Papier,Notes,Leçon
Leçon,A2,Noun,Apprendre,Professeur,Étudier,Classe,Devoir
Devoirs,A2,Noun,Maison,École,Soir,Faire,Exercice
Note,A2,Noun,Examen,Points,Résultat,Professeur,Sur vingt
Vacances,A2,Noun,École,Été,Pause,Partir,Repos
Dictionnaire,B1,Noun,Mots,Définition,Langue,Livre,Chercher
Bibliothèque,B1,Noun,Livres,Silence,Lire,Emprunter,Étudier
Formation,B1,Noun,Apprendre,Stage,Travail,Métier,Cours
Stagiaire,B1,Noun,Entreprise,Travail,Étudiant,Apprendre,Période
Oral,B1,Adj,Parler,Bouche,Examen,Écrit,Entretien
Curriculum,B2,Noun,CV,Études,École,Parcours,Travail
Érudit,B2,Adj,Savant,Intelligent,Culture,Connaissance,Livre
Discipline,B2,Noun,École,Matière,Règle,Comportement,Sport
S'inscrire,B1,Verb,École,Nom,Participer,Adhésion,Formulaire
Réviser,B1,Verb,Étudier,Examen,Mémoire,Lire,Avant
Tableau,A1,Noun,Classe,Écrire,Noir,Blanc,Professeur
Bureau,A1,Noun,Table,Travail,École,S'asseoir,Meuble
Sac à dos,A1,Noun,École,Porter,Livres,Affaires,Cahier
Histoire,A2,Noun,Passé,Dates,École,Récit,Guerre
Géographie,A2,Noun,Cartes,Pays,Monde,Terre,École
Cantine,A2,Noun,Manger,École,Midi,Déjeuner,Plateau
Gymnase,A2,Noun,Sport,École,Salle,Exercice,Professeur
Brouillon,B1,Noun,Papier,Écrire,Premier,Essai,Jeter
Soutenance,B2,Noun,Parler,Thèse,Diplôme,Jury,Fin
Autodidacte,B2,Adj,Seul,Apprendre,Professeur,Sans,École
Maison,A1,Noun,Habiter,Toit,Famille,Jardin,Bâtiment
Appartement,A1,Noun,Immeuble,Étage,Habiter,Ville,Studio
Chambre,A1,Noun,Dormir,Lit,Pièce,Maison,Nuit
Cuisine,A1,Noun,Manger,Cuire,Repas,Pièce,Frigo
Habiter,A1,Verb,Vivre,Adresse,Maison,Ville,Résider
Immeuble,A2,Noun,Appartements,Haut,Ville,Bâtiment,Étages
Voisin,A2,Noun,Habiter,Côté,Personne,Quartier,Bruit
Meuble,A2,Noun,Table,Chaise,Maison,Décoration,Objet
Déménager,A2,Verb,Changer,Maison,Cartons,Partir,Nouvelle
Loyers,B1,Noun,Argent,Payer,Mois,Appartement,Location
Quartier,B1,Noun,Ville,Endroit,Voisins,Zone,Rue
Propriétaire,B1,Noun,Louer,Maison,Argent,Posséder,Patron
Rénover,B1,Verb,Travaux,Maison,Neuf,Réparer,Changer
Colocation,B2,Noun,Partager,Appartement,Amis,Loyer,Ensemble
Urbanisme,B2,Noun,Ville,Construction,Bâtiment,Plan,Espace
Hypothèque,B2,Noun,Banque,Argent,Maison,Prêt,Achat
Insaloubre,B2,Adj,Sale,Mauvais,Santé,Logement,Danger
Porte,A1,Noun,Ouvrir,Fermer,Entrer,Clef,Poignée
Fenêtre,A1,Noun,Voir,Regarder,Verre,Lumière,Ouvrir
Lit,A1,Noun,Dormir,Chambre,Nuit,Matelas,Sommeil
Table,A1,Noun,Manger,Chaises,Salon,Meuble,Cuisine
Jardin,A1,Noun,Fleurs,Arbres,Dehors,Maison,Herbe
Douche,A2,Noun,Se laver,Eau,Salle de bain,Propre,Savon
Étage,A2,Noun,Immeuble,Monter,Ascenseur,Haut,Premier
Balcon,A2,Noun,Dehors,Vue,Appartement,Fenêtre,Terrasse
Garage,A2,Noun,Voiture,Maison,Ranger,Parking,Sous-sol
Chauffage,A2,Noun,Chaud,Hiver,Maison,Radiateur,Froid
Ascenseur,B1,Noun,Monter,Immeuble,Étage,Bouton,Escalier
Banlieue,B1,Noun,Ville,Autour,Train,Loin,Quartier
Climatisation,B1,Noun,Froid,Été,Air,Chaud,Machine
Bricoler,B1,Verb,Travaux,Réparer,Outils,Maison,Faire
Meublé,B1,Adj,Appartement,Meubles,Lit,Prêt,Location
Charges,B2,Noun,Payer,Eau,Électricité,Loyer,Facture
Coût,B2,Noun,Prix,Argent,Cher,Payer,Valeur
Spacieux,B2,Adj,Grand,Place,Large,Appartement,Pièce
Aménager,B2,Verb,Meubles,Installer,Décorer,Maison,Espace
Précaire,B2,Adj,Fragile,Pauvre,Argent,Stable,Logement
Chaise,A1,Noun,S'asseoir,Table,Meuble,Quatre,Pieds
Toit,A1,Noun,Maison,Haut,Pluie,Couvrir,Tuiles
Clé,A1,Noun,Ouvrir,Porte,Serrure,Métal,Fermer
Salon,A2,Noun,Télévision,Canapé,Pièce,Maison,Recevoir
Miroir,A2,Noun,Regarder,Voir,Visage,Verre,Salle de bain
Escalier,A2,Noun,Monter,Pieds,Étage,Marches,Descendre
Sous-sol,B1,Noun,Cave,Bas,Maison,Ranger,Noir
Grenier,B1,Noun,Haut,Maison,Toit,Ranger,Vieux
Isoler,B2,Verb,Froid,Bruit,Mur,Protéger,Maison
Demeure,B2,Noun,Maison,Grande,Belle,Habiter,Résidence
Avion,A1,Noun,Voler,Aéroport,Air,Pilote,Ailes
Aller,A1,Verb,Venir,Partir,Destination,Lieu,Marcher
Passeport,A2,Noun,Avion,Frontière,Identité,Papier,Voyager
Visiter,A2,Verb,Monument,Touriste,Voir,Ville,Musée
Bateau,A2,Noun,Mer,Eau,Naviguer,Port,Paquebot
Aéroport,B1,Noun,Avion,Vol,Terminal,Bagages,Sécurité
Destination,B1,Noun,Arriver,Lieu,Voyage,Pays,Vacances
Guide,B1,Noun,Touriste,Livre,Visite,Expliquer,Ville
Itinéraire,B1,Noun,Route,Chemin,Carte,GPS,Voyage
Dépaysement,B2,Noun,Nouveau,Changer,Culture,Voyage,Habitude
Frontière,B2,Noun,Pays,Limite,Douane,Passer,Séparer
Excursion,B2,Noun,Visite,Journée,Sortie,Groupe,Voyage
Séjour,B2,Noun,Temps,Vacances,Passer,Hôtel,Durée
Train,A1,Noun,Gare,Rails,Voyager,SNCF,Wagon
Carte,A1,Noun,Plan,Géographie,Itinéraire,Ville,Papier
Photo,A1,Noun,Appareil,Souvenir,Image,Prendre,Regarder
Camping,A2,Noun,Tente,Dormir,Nature,Forêt,Vacances
Valable,A2,Adj,Date,Passeport,Bon,Utiliser,Expiré
Retard,A2,Noun,Train,Avion,Heure,Attendre,Gare
Valoir,A2,Verb,Prix,Coûter,Argent,Cher,Qualité
Bagage,B1,Noun,Valise,Sac,Avion,Aéroport,Cabine
Embarquer,B1,Verb,Avion,Monter,Bateau,Vol,Départ
Monument,B1,Noun,Histoire,Visiter,Statue,Ville,Tour Eiffel
Lointain,B1,Adj,Loin,Pays,Voyage,Distance,Horizon
Souvenir,B1,Noun,Acheter,Cadeau,Voyage,Objet,Mémoire
Autochtone,B2,Noun/Adj,Habitant,Pays,Local,Gens,Originaire
Pittoresque,B2,Adj,Beau,Village,Paysage,Charme,Typique
Croisière,B2,Noun,Bateau,Mer,Vacances,Voyage,Escale
Transports,B1,Noun,Bus,Train,Métro,Commun,Voyager
Escapade,B2,Noun,Voyage,Court,Weekend,Partir,Petite
Bus,A1,Noun,Transport,Ville,Arrêt,Route,Monter
Pays,A1,Noun,France,Nation,Monde,Frontière,Drapeau
Vol,A2,Noun,Avion,Air,Aéroport,Voyage,Compagnie
Douane,B2,Noun,Frontière,Valise,Aéroport,Policier,Interdit
S'évader,B2,Verb,Partir,Loin,Voyage,Liberté,Routine
Téléphone,A1,Noun,Appeler,Mobile,Portable,Écran,Parler
Internet,A1,Noun,Web,Connexion,Réseau,Site,Ligne
Science,A1,Noun,École,Savant,Laboratoire,Étudier,Physique
Cliquer,A1,Verb,Souris,Ordinateur,Bouton,Doigt,Écran
Écran,A2,Noun,Regarder,Télévision,Ordinateur,Verre,Image
Machine,A2,Noun,Appareil,Électricité,Robot,Fabriquer,Moteur
Utiliser,A2,Verb,Se servir,Outil,Objet,Faire,Pratique
Inventer,A2,Verb,Nouveau,Créer,Idée,Premier,Découvrir
Électrique,A2,Adj,Énergie,Courant,Lumière,Prise,Fil
Recherche,B1,Noun,Chercher,Science,Laboratoire,Savant,Information
Logiciel,B1,Noun,Programme,Ordinateur,Installer,Application,Windows
Numérique,B1,Adj,Digital,Ordinateur,Internet,Écran,Technologie
Connecté,B1,Adj,Internet,Réseau,Wifi,Téléphone,En ligne
Expérience,B1,Noun,Science,Test,Laboratoire,Résultat,Faire
Intelligence,B2,Noun,Artificielle,Cerveau,Esprit,Capacité,Humain
Innovant,B2,Adj,Nouveau,Technologie,Idée,Moderne,Changer
Données,B2,Noun,Information,Internet,Stocker,Ordinateur,Data
Éthique,B2,Noun,Moral,Bien,Science,Question,Juste
Automatisé,B2,Adj,Robot,Machine,Seul,Travail,Système
Souris,A1,Noun,Ordinateur,Cliquer,Main,Flèche,Animal
Clavier,A1,Noun,Écrire,Lettres,Touches,Ordinateur,Doigts
Robot,A1,Noun,Machine,Humain,Métal,Intelligence,Futur
Calculer,A1,Verb,Maths,Chiffres,Nombre,Addition,Machine
Lumière,A1,Noun,Soleil,Lampe,Éclairer,Voir,Ampoule
Fichier,A2,Noun,Document,Enregistrer,Ordinateur,Dossier,Nom
Message,A2,Noun,Envoyer,Texte,Téléphone,Écrire,Recevoir
Batterie,A2,Noun,Énergie,Charger,Téléphone,Pile,Vide
Technique,A2,Adj/Noun,Méthode,Façon,Travail,Savoir,Faire
Réseau,B1,Noun,Social,Internet,Connexion,Amis,Facebook
Télécharger,B1,Verb,Internet,Fichier,Musique,Installer,Prendre
Énergie,B1,Noun,Électricité,Force,Nucléaire,Solaire,Puissance
Espace,B1,Noun,Planète,Étoiles,Astronaute,Ciel,Univers
Précis,B1,Adj,Exact,Détail,Juste,Mesure,Erreur
Algorithme,B2,Noun,Maths,Internet,Ordinateur,Calcul,Code
Virtuel,B2,Adj,Réalité,Faux,Écran,Internet,Casque
Génétique,B2,Noun/Adj,ADN,Gènes,Famille,Biologie,Hérédité
Obsolète,B2,Adj,Vieux,Dépassé,Mode,Changer,Technologie
Cloner,B2,Verb,Copier,Identique,ADN,Science,Même
Site,A1,Noun,Web,Internet,Adresse,Page,Consulter
Outil,A2,Noun,Travail,Réparer,Main,Objet,Utiliser
Moteur,A2,Noun,Voiture,Machine,Tourner,Essence,Bruit
Radio,A1,Noun,Écouter,Musique,Ondes,Information,Son
Laboratoire,B1,Noun,Science,Recherche,Savant,Chimie,Expérience
Satellite,B1,Noun,Espace,Terre,Télévision,GPS,Ciel
Microscope,B1,Noun,Voir,Petit,Science,Laboratoire,Lentille
Nanotechnologie,B2,Noun,Petit,Science,Futur,Atome,Matière
Évolution,B2,Noun,Changement,Temps,Darwin,Progrès,Nature
Roi,A1,Noun,Reine,Couronne,Château,Louis XIV,Monarchie
Guerre,A1,Noun,Paix,Soldat,Armée,Combat,Bataille
Passé,A1,Noun,Présent,Futur,Avant,Souvenir,Histoire
Château,A2,Noun,Roi,Versailles,Moyen Âge,Fort,Princesse
Siècle,A2,Noun,Cent,Ans,Temps,Époque,Histoire
Drapeau,A2,Noun,Pays,France,Couleurs,Symbole,National
Liberté,A2,Noun,Égalité,Fraternité,Prison,Droit,Libre
Révolution,B1,Noun,France,1789,Changer,Peuple,Bastille
Empire,B1,Noun,Napoléon,Empereur,Rome,Pouvoir,Territoire
Indépendance,B1,Noun,Pays,Liberté,Fête,Colonie,Guerre
Héritage,B1,Noun,Famille,Passé,Argent,Parents,Succession
Démocratie,B2,Noun,Vote,Peuple,Politique,Élection,Liberté
Archéologie,B2,Noun,Fouilles,Ancien,Terre,Histoire,Objet
Colonisation,B2,Noun,Pays,Afrique,Empire,Territoire,Histoire
Résistance,B2,Noun,Guerre,Seconde,France,Cacher,Ennemi
Chronologie,B2,Noun,Temps,Dates,Ordre,Suite,Histoire
Reine,A1,Noun,Roi,Femme,Couronne,Château,Angleterre
Soldat,A1,Noun,Guerre,Armée,Uniforme,Fusil,Militaire
Ancien,A2,Adj,Nouveau,Vieux,Passé,Antique,Temps
Musée,A1,Noun,Louvre,Art,Tableaux,Visiter,Histoire
Paix,A2,Noun,Guerre,Calme,Silence,Amour,Drapeau blanc
Célèbre,A2,Adj,Connu,Star,Nom,Important,Populaire
Raconter,A2,Verb,Dire,Histoire,Livre,Parole,Parler
Gouverner,B1,Verb,Roi,Président,Pays,Politique,Diriger
Époque,B1,Noun,Temps,Période,Siècle,Moment,Histoire
Bataille,B1,Noun,Guerre,Combat,Armée,Soldats,Napoléon
Origine,B1,Noun,Début,Famille,Pays,Source,Histoire
Souverain,B2,Noun/Adj,Roi,Pouvoir,État,Chef,Monarchie
Vestige,B2,Noun,Ruine,Ancien,Passé,Reste,Archéologie
Témoignage,B2,Noun,Dire,Personne,Vérité,Histoire,Raconter
Légende,B1,Noun,Histoire,Mythe,Vrai,Raconter,Conte
Féodalité,B2,Noun,Moyen Âge,Seigneur,Roi,Terre,Système
Moyen Âge,B1,Noun,Chevalier,Château,Époque,Histoire,Siècle
Antiquité,B1,Noun,Rome,Grèce,Égypte,Ancien,Histoire
Commémorer,B2,Verb,Fête,Souvenir,Mort,Célébrer,Guerre
Invasion,B2,Noun,Guerre,Entrer,Armée,Pays,Ennemi
Peuple,A2,Noun,Gens,Nation,Pays,Population,Démocratie
Loi,A2,Noun,Règle,Droit,Justice,Gouvernement,Voter
Esclave,B1,Noun,Liberté,Travail,Histoire,Noir,Vendre
Siège,B2,Noun,Guerre,Ville,Entourer,Attendre,Bataille
Dynastie,B2,Noun,Famille,Roi,Succession,Sang,Histoire
Rebelle,B1,Adj/Noun,Contre,Ordre,Guerre,Révolution,Obéir
Traité,B2,Noun,Accord,Paix,Papier,Pays,Fin
Armée,A2,Noun,Soldats,Guerre,Militaire,Défendre,Pays
Triomphe,B2,Noun,Victoire,Gagner,César,Succès,Célébrer
Film,A1,Noun,Cinéma,Regarder,Écran,Acteur,Vidéo
Chanter,A1,Verb,Musique,Voix,Chanson,Micro,Bouche
Dessiner,A1,Verb,Crayon,Papier,Image,Peindre,Art
Peinture,A2,Noun,Tableau,Couleur,Musée,Artiste,Pinceau
Acteur,A2,Noun,Film,Cinéma,Théâtre,Jouer,Rôle
Poème,A2,Noun,Vers,Rime,Écrire,Poète,Littérature
Roman,B1,Noun,Livre,Histoire,Écrivain,Lire,Fiction
Exposition,B1,Noun,Musée,Voir,Art,Tableaux,Galerie
Chef-d'œuvre,B1,Noun,Grand,Art,Magnifique,Meilleur,Tableau
Émouvant,B1,Adj,Triste,Émotion,Sentiment,Touchant,Pleurer
Critique,B1,Noun/Adj,Journal,Avis,Film,Dire,Juger
Littérature,B2,Noun,Livres,Écrire,Auteur,Roman,Français
Esthétique,B2,Adj,Beau,Art,Visuel,Style,Design
S'inspirer,B2,Verb,Idée,Créer,Artiste,Modèle,Influence
Provocateur,B2,Adj,Choc,Réagir,Art,Public,Scandale
Danse,A1,Noun,Musique,Bouger,Corps,Ballet,Rythme
Théâtre,A1,Noun,Pièce,Acteur,Scène,Jouer,Molière
Pinceau,A2,Noun,Peindre,Couleur,Tableau,Artiste,Main
Instrument,A2,Noun,Musique,Piano,Guitare,Jouer,Son
Auteur,A2,Noun,Écrire,Livre,Nom,Personne,Roman
Original,A2,Adj,Nouveau,Différent,Unique,Bizarre,Créatif
Personnage,B1,Noun,Histoire,Livre,Film,Héros,Rôle
Concert,B1,Noun,Musique,Scène,Chanter,Groupe,Public
Mettre en scène,B1,Verb,Théâtre,Film,Directeur,Pièce,Créer
Talentueux,B1,Adj,Doué,Bien,Artiste,Capacité,Génial
Parution,B2,Noun,Livre,Sortir,Date,Librairie,Publier
Symbolique,B2,Adj,Signe,Sens,Signifier,Image,Objet
Controversé,B2,Adj,Débat,Discuter,Polémique,Opinion,Avis
Intrigue,B2,Noun,Histoire,Roman,Action,Mystère,Scénario
Évocateur,B2,Adj,Rappeler,Image,Sentiment,Pensée,Souvenir
Sculpture,A2,Noun,Statue,Musée,Pierre,Art,Volume
Guitare,A1,Noun,Musique,Instrument,Cordes,Jouer,Rock
Piano,A1,Noun,Musique,Instrument,Touches,Noir,Blanc
Artiste,A1,Noun,Peindre,Créer,Talent,Métier,Art
Public,A2,Noun,Gens,Regarder,Spectacle,Concert,Salle
Scène,A2,Noun,Théâtre,Acteur,Planches,Spectacle,Lieu
Lyrique,B1,Adj,Opéra,Chant,Émotion,Musique,Poésie
Épique,B2,Adj,Grand,Aventure,Histoire,Héros,Impressionnant
Dénouement,B2,Noun,Fin,Histoire,Résolution,Roman,Conclusion
Télévision,A1,Noun,Regarder,Écran,Chaîne,Programme,Télé
Journal,A1,Noun,Lire,Papier,Information,Actualité,Presse
Magazine,A2,Noun,Lire,Papier,Photos,Journal,Revue
Information,A2,Noun,Nouvelles,Journal,Savoir,Dire,Radio
Émission,A2,Noun,Télévision,Regarder,Programme,Radio,Direct
Réseaux sociaux,B1,Noun,Facebook,Amis,Partager,Internet,Profil
Journaliste,B1,Noun,Métier,Écrire,Journal,Information,Article
S'abonner,B1,Verb,Magazine,Chaîne,Payer,Suivre,Compte
Diffuser,B1,Verb,Télévision,Radio,Émission,Envoyer,Passer
Divertissement,B1,Noun,Amusement,Plaisir,Spectacle,Jeu,Détendre
Liberté de la presse,B2,Noun,Journaliste,Dire,Droit,Écrire,Censure
Médiatisé,B2,Adj,Télévision,Journal,Connu,Parler,Public
Objectivité,B2,Noun,Vrai,Journaliste,Neutre,Opinion,Fait
Influenceur,B2,Noun,Internet,Instagram,Vidéo,Suivre,Marque
Désinformation,B2,Noun,Faux,Mensonge,Internet,Information,Tromper
Portable,A1,Noun,Téléphone,Appeler,Mobile,SMS,Poche
Star,A2,Noun,Célèbre,Connu,Acteur,Chanteur,Idole
Interview,A2,Noun,Parler,Question,Réponse,Journaliste,Micro
Article,A2,Noun,Écrire,Journal,Lire,Texte,Information
Actualité,B1,Noun,Nouvelles,Journal,Information,Aujourd'hui,Monde
Série,B1,Noun,Épisodes,Saison,Télévision,Netflix,Regarder
Célébrité,B1,Noun,Star,Connu,Personne,Fameux,Public
Vidéaste,B1,Noun,YouTube,Vidéo,Caméra,Créateur,Internet
Sensationnel,B2,Adj,Choc,Étonnant,Journal,Impressionnant,Fort
Censure,B2,Noun,Interdire,Couper,Liberté,Dire,État
Audience,B2,Noun,Gens,Regarder,Télévision,Score,Public
Interactif,B2,Adj,Participer,Répondre,Jeu,Échange,Action
Viral,B2,Adj,Internet,Partager,Rapide,Vidéo,Succès
Animateur,B1,Noun,Télévision,Parler,Présenter,Émission,Radio
Direct (En),B1,Adj,Temps,Réel,Maintenant,Télévision,Radio
Reportage,B1,Noun,Journalisme,Vidéo,Information,Sujet,Terrain
Post,A2,Noun,Internet,Écrire,Message,Réseaux,Partager
Commentaire,A2,Noun,Écrire,Répondre,Avis,Texte,Internet
Affiche,A2,Noun,Mur,Publicité,Image,Voir,Rue
Caméra,A2,Noun,Filmer,Vidéo,Image,Cinéma,Appareil
Presse,B1,Noun,Journal,Magazine,Écrire,Information,Papier
Média,B1,Noun,Télévision,Information,Radio,Internet,Moyen
Documentaire,B1,Noun,Film,Réalité,Apprendre,Sujet,Histoire
Chroniqueur,B2,Noun,Journal,Écrire,Émission,Avis,Régulier
Plagiat,B2,Noun,Copier,Voler,Idée,Écrit,Faux
Voter,A1,Verb,Élection,Papier,Choisir,Président,Voix
Président,A1,Noun,Chef,Pays,République,Élysée,Diriger
Droit,A2,Noun,Loi,Liberté,Autorisation,Justice,Devoir
Élection,B1,Noun,Voter,Candidat,Résultats,Campagne,Urne
Candidat,B1,Noun,Élection,Choisir,Personne,Poste,Campagne
Citoyen,B1,Noun,Habitant,Pays,Voter,Droit,Nationalité
Politique,B1,Noun/Adj,Gouvernement,Parti,Idée,État,Élection
République,B1,Noun,France,Démocratie,État,Président,Régime
Manifestation,B2,Noun,Rue,Grève,Protester,Gens,Pancarte
Souveraineté,B2,Noun,Pouvoir,Indépendance,Pays,État,Contrôle
Réforme,B2,Noun,Changer,Loi,Nouveau,Améliorer,Gouvernement
Corruption,B2,Noun,Argent,Malhonnête,Politique,Voler,Scandale
Diplomatie,B2,Noun,Pays,Discussion,Étranger,Paix,Relations
Mandat,B2,Noun,Temps,Président,Durée,Élection,Fonction
Constitution,B2,Noun,Lois,Texte,État,Fondamental,Pays
Idéologie,B2,Noun,Idées,Pensée,Politique,Croyance,Vision
Maire,A2,Noun,Chef,Ville,Municipal,Mairie,Élu
Ministre,B1,Noun,Gouvernement,État,Travail,Chef,Ministère
Débat,B1,Noun,Parler,Discussion,Opinion,Idées,Contre
Justice,B1,Noun,Tribunal,Juge,Loi,Droit,Égalité
Parlement,B2,Noun,Lois,Députés,Voter,Assemblée,État
Député,B2,Noun,Parlement,Voter,Lois,Assemblée,Élu
Sénat,B2,Noun,Parlement,Lois,Chambre,Vieux,Palais
Dictature,B2,Noun,Roi,Peuple,Liberté,Chef,Tyrannie
Scrutin,B2,Noun,Vote,Élection,Résultat,Urne,Tour
Solidarité,B1,Noun,Aider,Ensemble,Gens,Partager,Soutien
Engagement,B1,Noun,S'investir,Action,Politique,Cause,Promesse
Opinion,B1,Noun,Avis,Pensée,Croire,Dire,Idée
Fraternité,B1,Noun,Frère,Solidarité,France,Devise,Amis
Majorité,B1,Noun,Plus,Gagner,Groupe,Moins,Nombre
Minorité,B2,Noun,Moins,Groupe,Droits,Petite,Majorité
Propagande,B2,Noun,Information,Faux,Convaincre,Politique,Cerveau
Neutralité,B2,Noun,Choisir,Côté,Entre,Paix,Avis
Allié,B1,Noun,Ami,Pays,Guerre,Avec,Ensemble
Conflit,B1,Noun,Guerre,Problème,Dispute,Accord,Tension
Budget,B1,Noun,Argent,État,Dépenser,Économie,Finances
Impôts,B1,Noun,Argent,Payer,État,Revenu,Travail
Sondage,B1,Noun,Question,Opinion,Gens,Résultat,Pourcentage
Légiférer,B2,Verb,Lois,Faire,Parlement,État,Voter
Famille,A1,Noun,Parents,Enfants,Maison,Maman,Groupe
Mère,A1,Noun,Maman,Femme,Parents,Enfant,Père
Père,A1,Noun,Papa,Homme,Parents,Enfant,Mère
Ami,A1,Noun,Copain,Sympa,Connaître,École,Fidèle
Amour,A1,Noun,Cœur,Aimer,Sentiment,Couple,Passion
Mariage,A2,Noun,Marier,Église,Femme,Bague,Fête
Rencontrer,A2,Verb,Voir,Premier,Gens,Connaître,Nouveau
Enfant,A1,Noun,Petit,Parents,Bébé,École,Fils
Frère,A1,Noun,Sœur,Famille,Garçon,Parents,Même
Petit-ami,B1,Noun,Copain,Amour,Sortir,Garçon,Relation
Se disputer,B1,Verb,Colère,Parler,Désaccord,Crier,Problème
Fidèle,B1,Adj,Ami,Toujours,Trahir,Amour,Chien
Divorcer,B1,Verb,Séparer,Mariage,Fin,Quitter,Justice
Confiance,B1,Noun,Croire,Secret,Ami,Trahir,Sûr
Complicité,B2,Noun,Ensemble,Amis,Comprendre,Lien,Secret
Réconcilier,B2,Verb,Après,Dispute,Paix,Pardon,Ami
Affinité,B2,Noun,Goût,Commun,Ressemblance,Sympa,Relation
Rupture,B2,Noun,Fin,Séparer,Triste,Amour,Quitter
Sœur,A1,Noun,Frère,Famille,Fille,Parents,Même
Grand-père,A1,Noun,Papy,Vieux,Parents,Famille,Mamie
Grand-mère,A1,Noun,Mamie,Vieille,Parents,Famille,Papy
Cadeau,A2,Noun,Anniversaire,Noël,Donner,Plaisir,Paquet
Inviter,A2,Verb,Venir,Maison,Fête,Soirée,Ami
S'occuper de,A2,Verb,Aider,Garder,Enfant,Faire,Attention
Promettre,B1,Verb,Dire,Parole,Jurer,Vérité,Futur
Épouser,B1,Verb,Marier,Femme,Mari,Oui,Église
Fréquenter,B1,Verb,Voir,Aller,Sortir,Amis,Lieu
Solitude,B2,Noun,Seul,Triste,Personne,Sans,Isolement
Sincérité,B2,Noun,Vérité,Honnête,Dire,Coeur,Franc
Trahir,B2,Verb,Mentir,Confiance,Ami,Tromper,Secret
Coup de foudre,B2,Noun,Amour,Premier,Regard,Vite,Coeur
Lien,B2,Noun,Relation,Famille,Attacher,Entre,Connecter
Éduquer,B1,Verb,Enfant,École,Apprendre,Parents,Grandir
Fils,A1,Noun,Enfant,Garçon,Père,Mère,Parents
Fille,A1,Noun,Enfant,Femme,Père,Mère,Parents
Oncle,A1,Noun,Frère,Père,Mère,Famille,Tante
Tante,A1,Noun,Sœur,Père,Mère,Famille,Oncle
Cousin,A1,Noun,Famille,Oncle,Tante,Enfant,Parents
Mari,A2,Noun,Femme,Mariage,Époux,Homme,Maison
Femme,A2,Noun,Mari,Mariage,Épouse,Dame,Maison
Bébé,A1,Noun,Petit,Enfant,Naître,Dormir,Pleurer
Émotion,B1,Noun,Sentiment,Coeur,Ressentir,Triste,Heureux
Matin,A1,Noun,Jour,Réveiller,Petit-déjeuner,Soleil,Lever
Soir,A1,Noun,Nuit,Coucher,Dîner,Lune,Fin
Se réveiller,A2,Verb,Matin,Dormir,Yeux,Ouvrir,Lit
Se brosser,A2,Verb,Dents,Cheveux,Brosse,Propre,Matin
Se laver,A1,Verb,Douche,Eau,Savon,Propre,Corps
Habitude,B1,Noun,Toujours,Routine,Faire,Vie,Régulier
Se dépêcher,B1,Verb,Vite,Retard,Temps,Courir,Rapide
Quotidien,B1,Adj/Noun,Jour,Vie,Routine,Tous,Habituel
Se reposer,B1,Verb,Calme,Fatigue,Dormir,Rien,Détendre
Équilibre,B2,Noun,Vie,Travail,Santé,Stable,Bien
Hygiène,B2,Noun,Propre,Santé,Corps,Laver,Propreté
Insomnie,B2,Noun,Dormir,Nuit,Sommeil,Impossible,Fatigué
Productivité,B2,Noun,Travail,Faire,Efficace,Temps,Résultat
Café,A1,Noun,Boire,Matin,Noir,Tasse,Réveiller
